SchoolName,District name,ZipCodeID,SchoolCity,SchoolID,APNumberOfTestTakers,Enrollment,APTotalTestsTaken,ApPercentOfSchoolInHardClasses,ApGoodScoresPercentPerStudent,APNumberOfHighScores,SATCriticalReadingMean,SATMathMean,SATWritingMean,PsatSophomoreNumberOfTestTakers,PSATJuniorNumberOfTestTakers,PSATSophomoreMathMean,PSATSophomoreCriticalReadingMean,PSATSophomoreWritingSkillsMean,PSATJuniorCriticalReadingMean,PSATJuniorMathMean,PSATJuniorWritingSkillsMean,Graduates,Cohort,Continuing,GraduationRate,ContinuingRate,FailRate,MedianIncome,CostOfLivingIndex,WalkScore,Population,CollegeDegreePercent,MaleToFemaleRatio,MarriedPercent,MedianAge,OwnerOccupiedHomesPercent,DivorcedPercent,SinglePercent,MedianMortgageToIncomeRatio,BachelorsOrHigher,GraduateOrHigher,SomeCollegeOrHigher,UnderHighSchool,LivedInSameHomeForOver5Years,TeacherBadPercent,TeacherPeerBadPercent,PrincipalBadPercent,StaffCostPerStudent,TotalCostPerStudent,StudentToTeacherRatio,TeacherCertificationPercentage,RevenuePercentGoingToBasicEd,EslToBasicEdRatio,AvgTeacherCost,PeoplePerSquareMile,HousingPerSquareMile,PercentWaterInZipCode,Latitude,Longitude,ZipCodeID,EarlyStudentCount,ElementaryStudentCount,HighSchoolCount,MiddleSchoolCount,TotalStudentCount,PreschoolPercent,ElementarySchoolPercent,MiddleSchoolPercent,HighSchoolPercent,MedianHousePrice,AverageRentPrice,ChildrenInPovertyPercent,PoorPercent,Burglary,Theft,CarTheft,ProficientInReadingAndMath,ProficientInReading,ProficientInMath,ViolentCrime,PropertyCrime,Assault,Murder,Rape,Robbery
Tumwater High School,Tumwater School District,98501,Tumwater,3362,144,1122,200,0.128342246,0.068021,106,520,529,501,2,52,0,0,0,52.75,52.65,49.75,218,267,3,81.6,1.1,17.3,47230,168.1,2,33292,36.5,89.9,55.2,37.4,62.2,13.9,30.9,22.9,36.6,13.7,26.5,7.1,46.4,0.0068493,0,0.125,4322.758354,4723.522488,25.7896241,0.918744478,0.521506657,0.015143846,102423.7595,892.62,394.6785521,0.015425532,47.014718,-122.8819,98501,81,2120,2260,1386,6213,0.01303718,0.341220023,0.223080637,0.36375342,328200,1002.5,3,26.6,1080160.5,3093968,368646.5,0.7025,0.7875,0.6125,2,78,84,0,37,29
Capital High School,Olympia School District,98502,OLYMPIA,3960,0,1286,2,0,0,0,548,553,533,57,136,53.1,53.025,50.3,53.55,54.075,50.175,307,334,3,91.9,0.9,7.199997,46776,194.1,2,26111,45.2,93.6,51.6,36.4,57.5,11.5,36.9,22.2,45.2,18.7,23.6,7.8,46.2,0,0,0,4978.860291,5423.386058,24.16541518,0.895180423,0.5835727,0.022916953,107704.7301,475.78,210.6096451,0.015056462,47.071484,-122.977026,98502,156,3234,3273,2051,9332,0.016716674,0.346549507,0.219781397,0.350728676,275000,955,18.6,23.4,1080160.5,3093968,368646.5,0.73,0.81,0.65,7,137,84,0,37,29
Timberline High School,North Thurston Public Schools,98503,Lacey,3710,256,1639,416,0.1561928,0.076219,203,501,498,489,74,119,47.125,48.375,44.8,49.3,49.35,47.375,308,350,0,88,0,12,44902,140.7,12,32211,24.9,84.6,57.2,35.5,58.1,11.7,31.1,22.5,24.9,9.3,33.2,11.5,45.3,0.0028776,0,0,4889.543014,5185.609941,22.1925316,0.914759991,0.560668191,0.030415499,99261.83041,2962.68,1231.29562,0.066439523,47.027082,-122.803595,98503,212,5186,4334,3152,13957,0.015189511,0.371569822,0.225836498,0.310525184,271900,1150,4.3,35.6,1080079,3093534,368615,0.64,0.72,0.55,4,116,58,0,5,18
North Thurston High School,North Thurston Public Schools,98506,Lacey,3010,158,1427,231,0.110721794,0.063269,132,520,530,502,21,92,55.4,51.8,49.925,50.5,53.15,48.3,280,327,1,85.6,0.3,14.1,44775,155.5,3,17287,36.9,91,53.8,38.9,60.7,12.8,33.4,22.5,36.9,13.9,25.5,9.7,47.6,0.0028776,0,0,4889.543014,5185.609941,22.1925316,0.914759991,0.560668191,0.030415499,99261.83041,773.33,345.4908929,0.01487965,47.069339,-122.872496,98506,212,5186,4334,3152,13957,0.015189511,0.371569822,0.225836498,0.310525184,278100,995,,15.9,,,,,,,,,,,,
Olympia Regional Learning Academy,Olympia School District,98506,Olympia,5078,0,371,1,0,0,0,135,122,131,1,1,0,0,0,12.4,11.6,12.15,5,21,1,23.8,4.8,71.39999,44775,155.5,3,17287,36.9,91,53.8,38.9,60.7,12.8,33.4,22.5,36.9,13.9,25.5,9.7,47.6,0,0,0,4978.860291,5423.386058,24.16541518,0.895180423,0.5835727,0.022916953,107704.7301,773.33,345.4908929,0.01487965,47.069339,-122.872496,98506,156,3234,3273,2051,9332,0.016716674,0.346549507,0.219781397,0.350728676,245932,995,3.4,35.6,,,,68.5,76.5,60,11,126,84,0,37,29
A G West Black Hills High School,Tumwater School District,98512,Tumwater,4500,163,841,240,0.193816885,0.088832,110,524,534,509,24,71,49.8,48.15,46.775,50,51.05,47.7,181,210,5,86.2,2.4,11.4,50286,161.6,3,23988,32.4,94.9,60.4,37.8,68.1,11.9,27.7,23.7,32.4,11.1,26.9,9.3,50.2,0.0068493,0,0.125,4322.758354,4723.522488,25.7896241,0.918744478,0.521506657,0.015143846,102423.7595,166.92,70.05938406,0.008285969,46.969793,-122.998022,98512,81,2120,2260,1386,6213,0.01303718,0.341220023,0.223080637,0.36375342,303447,1045,5.4,23.7,,,,68.66666667,77.33333333,59.33333333,10,231,84,0,37,29
River Ridge High School,North Thurston Public Schools,98513,Lacey,4427,118,1107,178,0.106594399,0.043116,72,490,496,470,26,77,45.7,45.1,42.775,46.85,47.075,44.35,222,265,0,83.8,0,16.2,52497,146.5,9,24043,25.4,93.3,63.5,35.7,79.9,10.8,25.7,23.4,25.5,8,31.5,9.4,49.6,0.0028776,0,0,4889.543014,5185.609941,22.1925316,0.914759991,0.560668191,0.030415499,99261.83041,368.78,141.0527931,0.014220877,47.00581,-122.752859,98513,212,5186,4334,3152,13957,0.015189511,0.371569822,0.225836498,0.310525184,252000,1085,8.6,35.9,,,,0.64,0.73,0.545,12,236,84,0,37,29
South Sound High School,North Thurston Public Schools,98516,Lacey,4314,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,81,0,43.2,0,56.8,51348,168.9,6,14611,29.6,91.9,61,36.8,70,12.2,26.8,24.6,29.7,12,26.7,11.7,48.5,0.0028776,0,0,4889.543014,5185.609941,22.1925316,0.914759991,0.560668191,0.030415499,99261.83041,543.98,221.4527663,0,47.085046,-122.783761,98516,212,5186,4334,3152,13957,0.015189511,0.371569822,0.225836498,0.310525184,366400,990,,11.7,,,,,,,,,,,,
Harbor High School,Aberdeen School District,98520,Aberdeen,3857,0,130,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,61,4,34.4,6.6,59,33169,95.6,6,21650,12.4,96.6,54.2,36.7,64.9,14,31.8,21.8,12.5,4.7,27.1,19.4,53.3,0,0,0,4596.804819,5029.313207,23.51739328,0.916674679,0.466641396,0.073587565,99096.994,189.14,85.20038418,0.000872372,46.972965,-123.819235,98520,106,2362,2268,1444,6754,0.015694403,0.349718685,0.21379923,0.335801007,141650,667.5,28.23333333,56.03333333,1080036,3093391,368602.5,0.516666667,0.58,0.45,18,296.5,31,0,7,15
J M Weatherwax High School,Aberdeen School District,98520,Aberdeen,3476,17,986,18,0.017241379,0.002873,3,498,505,473,4,44,23.8,24.175,24,48,49.975,45.575,171,227,5,75.3,2.2,22.5,33169,95.6,6,21650,12.4,96.6,54.2,36.7,64.9,14,31.8,21.8,12.5,4.7,27.1,19.4,53.3,0,0,0,4596.804819,5029.313207,23.51739328,0.916674679,0.466641396,0.073587565,99096.994,189.14,85.20038418,0.000872372,46.972965,-123.819235,98520,106,2362,2268,1444,6754,0.015694403,0.349718685,0.21379923,0.335801007,141650,667.5,28.23333333,56.03333333,1080036,3093391,368602.5,0.516666667,0.58,0.45,18,296.5,31,0,7,15
Wishkah Valley Elementary/High School,Wishkah Valley School District,98520,Aberdeen,3375,0,138,0,0,0,0,248,236,254,4,5,10.775,10.15,9.6,22.85,22.3,18.525,23,25,0,92,0,8,33169,95.6,6,21650,12.4,96.6,54.2,36.7,64.9,14,31.8,21.8,12.5,4.7,27.1,19.4,53.3,0,0,0,7248.192203,8119.293617,12.02574462,1,0.529858,0,87164.90839,189.14,85.20038418,0.000872372,46.972965,-123.819235,98520,0,54,54,22,138,0,0.391304348,0.15942029,0.391304348,141650,667.5,28.23333333,56.03333333,1080036,3093391,368602.5,0.516666667,0.58,0.45,18,296.5,31,0,7,15
North Mason Senior High School,North Mason School District,98528,Belfair,3175,42,734,52,0.057220708,0.020907,19,506,515,490,26,49,33.9,34.225,32.05,47.25,47.7,45.5,131,146,2,89.7,1.4,8.900002,43375,143.8,6,7939,14.4,103.6,61.2,38.1,79.9,12.3,26.5,21.7,14.5,3.6,31.9,13.6,57.3,0,0,0,4548.207816,4994.654601,24.29915045,0.893233373,0.533979127,0.037676683,98717.99611,107.12,54.98773508,0.004071661,47.445292,-122.884177,98528,46,715,810,446,2163,0.021266759,0.330559408,0.206195099,0.374479889,287309,,11,43.9,,,,57,66.5,47,2,33,,,,
Centralia High School,Centralia School District,98531,Centralia,2166,24,1051,31,0.022835395,0.011786,16,521,514,498,10,36,37.9,39,36.875,47.075,48.725,44.675,207,284,5,72.9,1.8,25.3,32485,116.8,29,21806,13.7,89.1,56,37.7,62.8,12,32,22.5,13.7,5.4,25.6,21.9,53.5,0.010582,0,0,4458.082789,4872.937094,23.0259654,0.929918262,0.500818375,0.077074928,95457.65336,159.87,68.34284878,0.001826551,46.728383,-122.951422,98531,68,1306,1051,819,3542,0.019198193,0.368718238,0.231225296,0.296725014,252000,780,,18.6,,,,,,,,,,,,
Adna Middle/High School,Adna School District,98532,Chehalis,2441,0,365,0,0,0,0,494,504,478,3,14,11.575,11.6,10.9,47.1,49.7,44.175,41,44,0,93.2,0,6.800003,39614,142.4,2,20040,16.3,94.8,62.6,36.5,71.5,9.9,27.5,23.3,16.4,7.1,28.6,13.6,53.9,0,0,0,4604.099268,5031.931192,20.84414188,0.965409893,0.538010244,0,92648.93773,76.26,30.18412315,7.55E-05,46.630721,-123.01599,98532,6,426,400,330,1252,0.004792332,0.340255591,0.263578275,0.319488818,287571,830,6,9.8,,,,59.25,69,36.625,,,,,,
W F West High School,Chehalis School District,98532,Chehalis,2799,35,962,42,0.036382536,0.012127,14,512,523,489,8,54,41.625,38.65,36.35,48.75,52.025,46.575,191,225,5,84.9,2.2,12.9,39614,142.4,2,20040,16.3,94.8,62.6,36.5,71.5,9.9,27.5,23.3,16.4,7.1,28.6,13.6,53.9,0,0,0,4235.707783,4526.391167,24.66380368,0.930782722,0.461755299,0.024474617,97237.6286,76.26,30.18412315,7.55E-05,46.630721,-123.01599,98532,14,1017,1175,640,3013,0.004646532,0.337537338,0.212412878,0.389976767,253800,830,,9.8,,,,,,,,,,,,
North River School,North River School District,98537,Cosmopolis,2292,0,52,0,0,0,0,0,0,0,1,3,0,0,0,11.575,11.3,10.075,5,7,1,71.4,14.3,14.3,39750,108.7,2,1797,15.9,95.1,61.6,39.9,78.3,10.5,27.9,20.4,15.9,6.4,24.5,14.4,63.9,0,0,0,18148.12327,19840.43186,4.918187539,0.986241854,0.611406485,0,88027.87837,17.58,7.539954898,0,46.899189,-123.690705,98537,0,11,18,18,52,0,0.211538462,0.346153846,0.346153846,144300,,24.9,52.56,,,,0.526666667,0.63,0.426666667,,,,,,
Elma High School,Elma School District,98541,Elma,2137,9,588,9,0.015306122,0.003401,2,502,517,471,14,17,45.725,44.3,41.85,47.725,48.725,45.825,127,150,4,84.7,2.7,12.60001,35423,110.1,2,9219,9.5,101.8,58.2,36.4,73.1,15,26.8,22.3,9.6,2.6,23.9,19.4,58,0,0,0,4505.555535,4983.744883,24.39822766,0.940287975,0.5138012,0.048432989,103363.5719,46.61,20.51582053,0.001067127,47.03575,-123.407135,98541,27,513,623,341,1614,0.016728625,0.317843866,0.211276332,0.385997522,186701,700,21.3,52.325,,,,0.542857143,0.635714286,0.447142857,14,159,,,,
Mary M Knight High School,Mary M Knight School District,98541,ELMA,3495,1,86,1,0.011627907,0,0,370,348,345,2,4,10.2,10.75,11.1,9.25,8.9,9.025,12,14,0,85.7,0,14.3,35423,110.1,2,9219,9.5,101.8,58.2,36.4,73.1,15,26.8,22.3,9.6,2.6,23.9,19.4,58,0,0,0,6687.398608,7246.577854,12.33421931,1,0.467661194,0,82483.84107,46.61,20.51582053,0.001067127,47.03575,-123.407135,98541,0,70,63,40,181,0,0.386740331,0.220994475,0.348066298,198400,700,18.45,52.325,,,,0.542857143,0.635714286,0.447142857,14,159,,,,
Hoquiam High School,Hoquiam School District,98550,Hoquiam,3622,73,536,95,0.13619403,0.022937,16,506,503,487,47,52,44.475,43.675,42,44.925,45.475,42.5,126,171,4,73.7,2.3,24,32104,89.4,2,11773,9.6,89.4,51.7,37.3,63.5,14.2,34.1,23.4,9.6,3.7,25.4,23.4,57.5,0.0246913,0,0,4455.320899,4804.215275,24.28499962,0.948913639,0.488889277,0.022316595,102670.0515,51.87,22.51348245,0.000883314,47.026913,-123.917324,98550,36,579,599,408,1732,0.020785219,0.334295612,0.23556582,0.345842956,148750,642.5,20.53333333,63.2,1079986.5,3093100,368584,0.486666667,0.573333333,0.4,5.5,150.5,11,0,2,5
Montesano Jr-Sr High,Montesano School District,98563,Montesano,2180,13,585,17,0.022222222,0.010457,8,510,527,501,11,27,50.45,50,46.9,49.075,52.025,47.325,79,85,1,92.9,1.2,5.900002,41743,131.7,38,7323,18,92,60,39.7,78.2,11.4,28.6,22.4,18.1,7.2,29,13.6,62.1,0,0,0,4520.119057,4904.908708,23.71273292,0.941520468,0.529771308,0.0141199,100916.2838,35.24,14.69225994,0.000811069,47.034615,-123.603323,98563,10,446,388,333,1241,0.008058018,0.359387591,0.26833199,0.312651088,230700,700,12.3,45.65,,,,0.595,0.715,0.475,8,123,,,,
Mossyrock Jr./Sr. High School,Mossyrock School District,98564,MOSSYROCK,3238,0,286,0,0,0,0,501,500,497,0,28,0,0,0,46.25,47.45,43.25,52,58,3,89.7,5.2,5.100006,32838,120.6,2,2212,11.5,104.7,61,38.9,74.7,11,28,22,11.6,4,22.9,18.8,56.6,0,0,0,4516.462319,5119.930135,22.34046611,0.963258258,0.533949186,0.060184395,97192.63623,34.05,15.17178474,0.004991681,46.50494,-122.486681,98564,4,201,200,137,578,0.006920415,0.347750865,0.237024221,0.346020761,234450,,14.95,55.46666667,,,,0.51,0.596,0.424,2,17,,,,
Oakville High School,Oakville School District,98568,OAKVILLE,2283,0,126,0,0,0,0,0,0,0,2,6,9.1,8.55,8.6,20.025,21.275,18.125,24,32,2,75,6.3,18.7,35726,119.5,37,2332,7.9,96.3,55.3,34.4,75.4,11.9,32.8,20.6,7.9,2.2,27.4,19.3,56.2,0.1052631,0,0,5222.719091,5564.288357,17.22682119,1,0.40471517,0,89970.84792,21.9,8.257907997,0.001583753,46.84066,-123.256491,98568,5,97,87,65,282,0.017730496,0.343971631,0.230496454,0.308510638,208425,,15.3,13,,,,,,,,,,,,
North Beach Senior High School,North Beach School District,98569,Ocean Shores,2728,11,218,12,0.050458716,0.004204,1,499,487,465,7,18,48.55,47.9,43.725,45.2,45.225,40.525,33,51,0,64.7,0,35.3,32331,145,37,4155,16.9,97.9,58,51.2,74.3,16,26,22.6,16.9,8,29.9,11.5,47.6,0,0,0,4914.51996,5292.728692,19.7278481,0.985154394,0.498444578,0,95513.57869,249.13,210.2473498,0.030268418,46.983877,-124.156076,98569,11,215,218,156,645,0.017054264,0.333333333,0.241860465,0.337984496,229500,,17.2,63.1,,,,0.475,0.56,0.39,10,199,519269,9832,56512.33333,245222
Onalaska High School,Onalaska School District,98570,Onalaska,2331,15,257,20,0.058365759,0.017509,6,498,491,469,1,16,11.2,11.5,10.3,47.65,47.625,44.9,49,52,0,94.2,0,5.800003,36521,124.8,37,3577,8.7,93.6,63.6,38.6,76.6,8.5,27.9,22.5,8.8,2.8,28.6,21.2,55.9,0,0,0,3958.069118,4463.791893,24.41956328,0.934027055,0.474283043,0.025234956,90277.74921,46.63,18.99856565,0.000391032,46.593526,-122.653469,98570,4,312,295,189,867,0.00461361,0.359861592,0.21799308,0.340253749,252044,780,2.9,50.2,,,,54.33333333,66,42.33333333,7,90,,,,
Rainier Senior High School,Rainier School District,98576,Rainier,2468,25,289,56,0.08650519,0.035528,23,503,480,478,4,22,22,23.225,21.925,36.65,36.325,34.475,57,61,0,93.4,0,6.599998,42420,130.7,2,3298,12.3,102.1,59,36.7,84.8,12.1,28.9,27,12.4,3.6,30.1,15.7,57.5,0,0,0,4900.38389,5181.535923,20.19028063,0.956360463,0.580381088,0,94622.42461,107.64,42.48941023,0.000651254,46.871178,-122.675736,98576,6,289,289,203,837,0.007168459,0.345280765,0.242532855,0.345280765,248200,,11.6,38.43333333,,,,0.58,0.68,0.476666667,2,26,,,,
Raymond Jr Sr High School,Raymond School District,98577,RAYMOND,2357,1,277,1,0.003610108,0,0,482,456,489,26,1,28.475,29.625,28.225,11,10.25,11.425,39,48,2,81.3,4.2,14.5,31826,94.8,2,6437,11.2,93.5,61.4,42,76.2,10.4,28.2,23.8,11.3,3.7,23.8,21.9,61.2,0,0,0,3998.216792,4894.071932,23.06436277,0.983870447,0.477174178,0.083162743,90728.91449,23.32,10.4637723,0,46.668744,-123.677082,98577,3,351,321,189,935,0.003208556,0.37540107,0.202139037,0.343315508,144313,585,24.9,15.6,,,,,,,,,,,,
Willapa Valley Middle-High,Willapa Valley School District,98577,Raymond,2542,0,164,0,0,0,0,455,443,464,5,14,22.55,20.125,19.45,31.075,31.875,31.225,28,29,0,96.6,0,3.400002,31826,94.8,2,6437,11.2,93.5,61.4,42,76.2,10.4,28.2,23.8,11.3,3.7,23.8,21.9,61.2,0,0,0,6296.740029,6772.762966,15.50408163,1,0.50337404,0.044425431,97625.17142,23.32,10.4637723,0,46.668744,-123.677082,98577,4,130,96,68,317,0.012618297,0.410094637,0.214511041,0.302839117,215195,585,13.7,55.3,2159878,6185867,737142,61,73,49,,,,,,
Rochester High School,Rochester School District,98579,Rochester,4326,6,566,7,0.010600707,0.001514,1,509,512,482,3,24,11.225,11.425,10.625,46.925,47.125,45.125,90,109,2,82.6,1.8,15.6,41961,135.5,2,9903,12.6,96.6,62.6,34.1,81.4,11.2,26.2,23.4,12.6,4.3,27.5,17.1,51.6,0.017094,0,0,3919.189087,4269.222223,24.4645018,0.93754879,0.433896918,0.046173604,89893.1235,109.55,40.98892494,0.000111857,46.814438,-123.086471,98579,31,860,594,529,2172,0.01427256,0.395948435,0.243554328,0.273480663,236287,750,10.5,10.5,,,,59.75,69.75,49.25,,,,,,
Shelton High School,Shelton School District,98584,Shelton,3241,0,1029,1,0,0,0,513,512,506,1,80,11.35,10.5,10.2,47.225,47.975,44.525,256,305,5,83.9,1.6,14.5,38543,124.6,15,31065,14.7,106.4,56.3,38,75.8,13.5,30.2,23.8,14.8,5.1,28.1,18.1,52.4,0,0,0,4643.348132,5071.884413,22.55257142,0.931116749,0.515447889,0.068814942,97506.02488,106.35,45.5586221,0.00924957,47.224044,-123.105384,98584,92,1315,1641,850,4187,0.021972773,0.314067351,0.203009315,0.391927394,210100,700,,23.5,,,,,,,,,,,,
South Bend High School,South Bend School District,98586,South Bend,2214,2,239,2,0.008368201,0,0,494,509,500,16,17,44.55,43.2,42.125,47.45,49.775,45.4,33,37,0,89.2,0,10.8,30357,87.4,15,2285,17,92.3,59.9,40.9,70.3,10.8,29.3,23,17.1,6.6,22.2,23.6,64.1,0,0,0,5202.492584,5520.730144,18.05223182,1,0.434239756,0.147694524,93916.60216,21.93,10.62093091,9.72E-05,46.560786,-123.852143,98586,8,217,161,119,550,0.014545455,0.394545455,0.216363636,0.292727273,155200,585,25.7,54.13333333,,,,0.52,0.616666667,0.426666667,2,23,,,,
Tenino High School,Tenino School District,98589,Tenino,3509,7,406,10,0.017241379,0.005172,3,514,509,478,2,39,12.825,12.85,12.4,47.25,46.875,42.625,64,94,12,68.1,12.8,19.1,46111,143.4,5,6475,16.7,97.5,62,38.2,81.4,11.1,26.9,23.2,16.7,4.7,29.1,15.6,54.8,0,0,0,5145.436364,5636.510192,22.10717842,0.92466728,0.572319604,0.011260431,105181.9016,73.4,28.97175141,0.005729693,46.857968,-122.832609,98589,22,464,403,300,1290,0.017054264,0.359689922,0.23255814,0.312403101,254400,,14.5,41.6,,,,0.585,0.685,0.48,,,,,,
Toledo High School,Toledo School District,98591,Toledo,2616,14,276,14,0.050724638,0,0,502,500,471,11,17,48.275,46.5,42.875,46.65,47.25,43.1,47,51,2,92.2,3.9,3.900002,37474,132.2,2,3101,11.4,92,63.7,38.8,79.2,11.1,25.2,23.7,11.5,4.4,21.7,22.1,57,0,0,0,4439.15398,4888.883401,22.46717581,0.959833308,0.515475623,0.024010198,95729.21776,38.79,15.59466805,0,46.433226,-122.800836,98591,8,270,302,185,811,0.009864365,0.332922318,0.22811344,0.372379778,199981,790,21.5,53.66666667,,,,48.66666667,60.66666667,37,4,55,,,,
Ocosta Junior - Senior High,Ocosta School District,98595,Westport,3024,18,292,18,0.061643836,0.017123,5,497,537,464,9,15,38.3,34.775,31.95,47.35,52.025,43.175,36,42,2,85.7,4.8,9.5,32218,101.7,28,2856,10.7,95.4,56.5,44.6,73.4,14.7,28.8,23.9,10.8,4.1,27.7,19.4,59.1,0.0208333,0,1,5305.103606,5794.693246,22.09315469,0.90930802,0.51738518,0.063577813,106576.7874,528.59,354.1353383,0,46.887187,-124.107356,98595,8,272,198,139,671,0.011922504,0.405365127,0.207153502,0.295081967,167400,,,24.2,,,,,,,,,,,,
Winlock Senior High,Winlock School District,98596,WINLOCK,3597,0,184,0,0,0,0,501,525,495,0,13,0,0,0,46.325,48.75,45.225,38,40,0,95,0,5,39179,137.8,2,6589,9.9,99,63.8,38.1,79.9,8.6,27.6,23.8,10,4.3,32.2,16.5,54.6,0,0,0,4282.514379,4779.02352,23.75272383,0.969386193,0.502837347,0.085756452,98607.30261,56.99,22.09494055,0,46.493247,-122.922624,98596,4,266,236,175,729,0.005486968,0.364883402,0.24005487,0.323731139,213436,,13.9,51.32,,,,0.56,0.665,0.4525,,,,,,
Yelm High School 12,Yelm School District,98597,Yelm,2633,114,1209,149,0.094292804,0.044931,71,502,498,474,23,66,45.9,45.35,42.525,47.6,48.025,44.4,288,329,4,87.5,1.2,11.3,41015,134.1,2,14475,14.9,90.5,59.4,35.1,75.5,13.9,26.7,25.2,14.9,6.3,27.7,15.6,50.2,0,0,0,4471.548121,4860.747314,22.87544212,0.920472271,0.555009157,0.011658056,94153.85695,139.39,56.28701816,0.026835491,46.893352,-122.567197,98597,64,1980,1811,1336,5555,0.011521152,0.356435644,0.24050405,0.326012601,232166,,14.1,35.6,,,,64,73,54.5,10,235,1,0,5,4
Battle Ground High School,Battle Ground School District,98604,BATTLE GROUND,2415,102,2104,135,0.048479087,0.026932,75,500,504,475,30,84,49.575,47.125,44.8,47.375,49.35,44.5,438,470,9,93.2,1.9,4.900002,56055,198.3,11,24731,20.3,94.5,67.6,33.1,83.9,8.7,23.7,24.8,20.4,7.3,30.3,12.1,50.3,0.007215,0,0,4444.287705,4848.07734,23.09808572,0.925748311,0.564174597,0.051223417,95032.26554,303.8,102.8066271,0.00074129,45.791345,-122.517898,98604,212,9130,5027,6274,22303,0.009505448,0.409361969,0.281307447,0.225395687,285400,865,8.1,33.5,1079982,3093117,368587,0.63,0.71,0.55,24,331,17,0,10,7
Cam Jr Sr High School,Battle Ground School District,98604,BATTLE GROUND,1836,0,472,0,0,0,0,587,557,559,24,21,50.4,55.975,54.2,58.225,54.5,57.75,49,49,0,100,0,0,56055,198.3,11,24731,20.3,94.5,67.6,33.1,83.9,8.7,23.7,24.8,20.4,7.3,30.3,12.1,50.3,0.007215,0,0,4444.287705,4848.07734,23.09808572,0.925748311,0.564174597,0.051223417,95032.26554,303.8,102.8066271,0.00074129,45.791345,-122.517898,98604,212,9130,5027,6274,22303,0.009505448,0.409361969,0.281307447,0.225395687,285389,865,8.1,33.5,1079982,3093117,368587,0.63,0.71,0.55,24,331,17,0,10,7
Homelink River,Battle Ground School District,98604,BATTLE GROUND,1875,0,257,0,0,0,0,577,539,546,2,8,0,0,0,52.23333333,51.9,50.2,26,32,3,81.3,9.4,9.299995,56055,198.3,11,24731,20.3,94.5,67.6,33.1,83.9,8.7,23.7,24.8,20.4,7.3,30.3,12.1,50.3,0.007215,0,0,4444.287705,4848.07734,23.09808572,0.925748311,0.564174597,0.051223417,95032.26554,303.8,102.8066271,0.00074129,45.791345,-122.517898,98604,212,9130,5027,6274,22303,0.009505448,0.409361969,0.281307447,0.225395687,285389,865,8.1,33.5,1079982,3093117,368587,0.63,0.71,0.55,24,331,17,0,10,7
Hockinson High School,Hockinson School District,98606,BRUSH PRAIRIE,4568,72,704,132,0.102272727,0.064307,83,543,545,521,35,59,50.2,48.325,46.425,51.2,52.6,49.2,144,151,0,95.4,0,4.599998,64855,268.7,11,8409,30.1,99.3,69.9,37.7,91.8,8.4,21.7,23.3,30.2,9.9,27.9,6.3,58.2,0,0,0,4384.107341,4875.099559,23.15928571,0.943820225,0.570775484,0.013557762,95828.70493,214.57,71.17301303,0,45.73451,-122.48034,98606,9,634,704,503,1951,0.004613019,0.324961558,0.257816504,0.360840595,351791,,4.9,33.5,,,,68,77,59.5,1,46,,,,
Summit View High School,Battle Ground School District,98606,Brush Prairie,4450,0,329,0,0,0,0,235,224,218,5,7,6.25,6.183333333,6.05,16.13333333,15.28333333,15.05,90,197,23,45.7,11.7,42.6,64855,268.7,11,8409,30.1,99.3,69.9,37.7,91.8,8.4,21.7,23.3,30.2,9.9,27.9,6.3,58.2,0.007215,0,0,4444.287705,4848.07734,23.09808572,0.925748311,0.564174597,0.051223417,95032.26554,214.57,71.17301303,0,45.73451,-122.48034,98606,212,9130,5027,6274,22303,0.009505448,0.409361969,0.281307447,0.225395687,351791,,4.9,8,,,,,,,,,,,,
Camas High School,Camas School District,98607,Camas,4567,301,1823,487,0.165112452,0.13053,385,535,540,517,48,119,55.2,53.85,50.65,53.425,54.4,50.325,324,351,3,92.3,0.9,6.799995,61759,215.8,11,18256,29.5,93.1,68,35.4,82.5,8.8,23.2,24.5,29.6,12,29.9,8.3,41.1,0.0041322,0,0,4649.960512,5058.684218,23.69098496,0.917492067,0.570901378,0.015476114,101072.8937,459.06,170.93259,0.012512513,45.60916,-122.40547,98607,53,2309,1972,1494,6239,0.008494951,0.370091361,0.239461452,0.316076294,387500,1255,2.8,28.75,,,,0.685,0.76,0.61,2,85,8,0,9,1
Hayes Freedom High School,Camas School District,98607,Camas,5104,0,149,0,0,0,0,0,0,0,0,3,0,0,0,14.6,13.86666667,13,55,75,2,73.3,2.7,24,61759,215.8,11,18256,29.5,93.1,68,35.4,82.5,8.8,23.2,24.5,29.6,12,29.9,8.3,41.1,0.0041322,0,0,4649.960512,5058.684218,23.69098496,0.917492067,0.570901378,0.015476114,101072.8937,459.06,170.93259,0.012512513,45.60916,-122.40547,98607,53,2309,1972,1494,6239,0.008494951,0.370091361,0.239461452,0.316076294,269391,1255,11.5,17.3,48,274,15,76,83,69,9,118,8,0,9,1
