SchoolName,District name,ZipCodeID,SchoolCity,SchoolID,APNumberOfTestTakers,Enrollment,APTotalTestsTaken,ApPercentOfSchoolInHardClasses,ApGoodScoresPercentPerStudent,APNumberOfHighScores,SATCriticalReadingMean,SATMathMean,SATWritingMean,PsatSophomoreNumberOfTestTakers,PSATJuniorNumberOfTestTakers,PSATSophomoreMathMean,PSATSophomoreCriticalReadingMean,PSATSophomoreWritingSkillsMean,PSATJuniorCriticalReadingMean,PSATJuniorMathMean,PSATJuniorWritingSkillsMean,Graduates,Cohort,Continuing,GraduationRate,ContinuingRate,FailRate,MedianIncome,CostOfLivingIndex,WalkScore,Population,CollegeDegreePercent,MaleToFemaleRatio,MarriedPercent,MedianAge,OwnerOccupiedHomesPercent,DivorcedPercent,SinglePercent,MedianMortgageToIncomeRatio,BachelorsOrHigher,GraduateOrHigher,SomeCollegeOrHigher,UnderHighSchool,LivedInSameHomeForOver5Years,TeacherBadPercent,TeacherPeerBadPercent,PrincipalBadPercent,StaffCostPerStudent,TotalCostPerStudent,StudentToTeacherRatio,TeacherCertificationPercentage,RevenuePercentGoingToBasicEd,EslToBasicEdRatio,AvgTeacherCost,PeoplePerSquareMile,HousingPerSquareMile,PercentWaterInZipCode,Latitude,Longitude,ZipCodeID,EarlyStudentCount,ElementaryStudentCount,HighSchoolCount,MiddleSchoolCount,TotalStudentCount,PreschoolPercent,ElementarySchoolPercent,MiddleSchoolPercent,HighSchoolPercent,MedianHousePrice,AverageRentPrice,ChildrenInPovertyPercent,PoorPercent,Burglary,Theft,CarTheft,ProficientInReadingAndMath,ProficientInReading,ProficientInMath,ViolentCrime,PropertyCrime,Assault,Murder,Rape,Robbery
Union High School,Evergreen School District (Clark),98607,Camas,5111,441,2094,836,0.210601719,0.150141,596,517,538,501,37,77,56.13333333,52.1,49.46666667,53,56.5,49.93333333,367,402,10,91.3,2.5,6.199997,61759,215.8,11,18256,29.5,93.1,68,35.4,82.5,8.8,23.2,24.5,29.6,12,29.9,8.3,41.1,0.0434782,0,0,4630.378329,4972.70278,24.22772507,0.893346287,0.55027334,0.077880735,100218.7428,459.06,170.93259,0.012512513,45.60916,-122.40547,98607,168,9551,8396,6325,26339,0.006378374,0.362618171,0.240138198,0.318766848,387500,1255,2.8,28.75,,,,0.685,0.76,0.61,2,85,8,0,9,1
Castle Rock High School,Castle Rock School District,98611,CASTLE ROCK,2281,31,469,35,0.066098081,0.013219,7,497,503,470,22,21,45.45,43.725,40.85,45.375,46.325,43.625,116,136,2,85.3,1.5,13.2,44897,140.6,2,8197,10.1,94.7,63.7,39.4,80.7,10.4,25.9,21.2,10.1,3.5,29.4,16.3,66.4,0.0149253,0,0,4027.293207,4596.558897,22.44093184,0.991115855,0.474092746,0.02371899,89573.29698,83.88,33.3232476,0,46.308371,-122.898702,98611,15,477,469,308,1367,0.010972933,0.348939283,0.2253109,0.343087052,196100,770,7.9,46.9,1079946,3092955.5,368573,0.5,0.62,0.39,0,18,2,0,0,0
Wahkiakum High School,Wahkiakum School District,98612,CATHLAMET,3467,5,166,6,0.030120482,0.00502,1,478,477,473,18,18,32.225,32.1,31.725,45.475,44.425,43.1,36,44,2,81.8,4.5,13.7,41053,157,2,2595,16.1,96.3,61.8,45.6,76.7,13.1,25.1,19.4,16.2,6.3,31.9,14.6,61.9,0,0,0,4811.257767,5405.739615,20.96390026,0.977535243,0.517396991,0.03467291,98596.87131,38.46,18.12424608,0,46.208318,-123.346244,98612,2,164,166,105,461,0.004338395,0.355748373,0.227765727,0.360086768,250600,,11.2,47.15,,,,0.635,0.745,0.525,0,6,,,,
Goldendale High School,Goldendale School District,98620,GOLDENDALE,2856,1,391,1,0.002557545,0,0,508,532,492,0,57,0,0,0,45.05,46.875,42.375,75,89,1,84.3,1.1,14.6,30934,110.5,8,6969,14.9,94.7,62,40,68.6,10.8,27.2,23,14.9,3.8,26.6,17,44.5,0,0,0,4774.920779,5361.5077,22.14984575,0.927864562,0.536509504,0.033452386,98134.44366,17.17,7.694212012,0.000544339,45.846697,-120.757033,98620,14,332,391,244,1053,0.013295347,0.315289649,0.231718898,0.371320038,187400,,24.7,47.8,,,,0.53,0.59,0.466666667,,,,,,
Ilwaco Middle/High School,Ocean Beach School District,98624,Ilwaco,4220,29,440,40,0.065909091,0.019772,12,486,503,469,31,24,47.575,46.75,43.225,47.425,48.8,45.4,67,82,1,81.7,1.2,17.10001,29716,132.4,8,1304,26,82.8,62.1,44,69.9,11,26.9,27.4,26.1,10.4,24.5,13.9,56.3,0.027027,0,0,4730.198561,5227.103664,22.26912482,1,0.46593873,0.029838438,105337.3822,104.91,62.63736264,0.0046875,46.312541,-124.029688,98624,21,362,297,209,973,0.021582734,0.372045221,0.214799589,0.305241521,217200,720,16.2,66.3,1079952,3092963,368571.5,0.57,0.66,0.49,2,48,3,0,1,0
Kalama Jr Sr High,Kalama School District,98625,Kalama,2561,11,580,13,0.018965517,0.005835,4,484,495,471,21,29,46.725,46.05,43.4,45.5,46.7,42.775,77,82,1,93.9,1.2,4.900002,45083,153.7,8,4486,15.3,99.6,64.2,39.9,79.4,15.3,20.5,22.3,15.4,3.7,28.2,14.4,57.8,0.0408163,0,0,4081.03575,4627.359904,22.19554712,0.99307549,0.590715285,0,89953.59351,89.99,37.77599358,0,46.015873,-122.797189,98625,4,358,343,237,1006,0.003976143,0.355864811,0.235586481,0.340954274,223300,,18.8,41.35,,,,0.585,0.695,0.475,2,52,519268,9832,56511.33333,245221.3333
Kelso High School,Kelso School District,98626,Kelso,2266,76,1608,100,0.047263682,0.031666,67,512,499,497,15,50,50.7,50.9,48.725,48.975,48.625,46.775,350,407,2,86,0.5,13.5,37760,126.4,8,22623,12.4,97.2,60.2,35,67,12.1,27.7,22.2,12.4,5.3,28.9,16.8,52.6,0.0457142,0,0,4170.73272,4569.239315,26.03386927,0.901352942,0.492085394,0.039221002,97869.18221,175.71,71.76809787,0.000545171,46.150433,-122.885669,98626,52,1818,1676,1098,4996,0.010408327,0.363891113,0.219775821,0.335468375,212781,925,12.7,50.8,139,600,39,56,66,46,6,138,23,0,24,18
La Center High School,La Center School District,98629,La Center,4431,29,480,41,0.060416667,0.036839,25,509,509,494,32,37,47.675,47.6,44.8,49.1,47.975,45.075,97,114,0,85.1,0,14.9,53060,205.1,8,7099,17.3,102.6,68.4,35.6,88,10.9,20.7,25.3,17.4,4.5,32.9,12.9,48.7,0,0,0,4866.042388,5324.487909,21.69143687,0.945130316,0.630808987,0.012963855,99759.87642,169.44,58.78845695,0.004510921,45.8768,-122.62193,98629,13,590,480,393,1577,0.0082435,0.374128091,0.249207356,0.304375396,350200,,7.5,32.16,,,,0.5925,0.7025,0.4825,,,,,,
Mark Morris High School,Longview School District,98632,Longview,3151,31,1160,43,0.026724138,0.01678,27,509,524,489,7,59,40.525,39.025,36.075,50.325,52.775,47.375,250,309,13,80.9,4.2,14.9,38195,139.5,8,47215,14.7,92,57.7,36.8,63.1,13,29.3,21.7,14.8,5.4,28.2,17.2,50.2,0.0273972,0.0104166,0,4492.087091,4881.933295,25.6861366,0.893323926,0.492906376,0.045227054,103075.6118,445.17,188.5221164,0.012296227,46.156082,-122.980437,98632,140,2501,2133,1524,6848,0.020443925,0.365216121,0.222546729,0.311477804,248669,733.3333333,14.4,53.2,414,1372,158,53,62,44,8,155,86,2,22,22
R A Long High School,Longview School District,98632,Longview,2416,19,973,21,0.019527235,0.001859,2,495,510,478,8,46,50.525,48.85,47.5,48.275,48.65,45.3,200,294,21,68,7.1,24.9,38195,139.5,8,47215,14.7,92,57.7,36.8,63.1,13,29.3,21.7,14.8,5.4,28.2,17.2,50.2,0.0273972,0.0104166,0,4492.087091,4881.933295,25.6861366,0.893323926,0.492906376,0.045227054,103075.6118,445.17,188.5221164,0.012296227,46.156082,-122.980437,98632,140,2501,2133,1524,6848,0.020443925,0.365216121,0.222546729,0.311477804,224766.6667,733.3333333,10.34444444,52.4,1080146,3093619.5,368650,0.54,0.633333333,0.446666667,6,161.5,86,2,22,22
Lyle High School,Lyle School District,98635,Lyle,3111,0,100,1,0,0,0,229,242,220,1,8,0,0,0,46.475,48.875,42.575,12,16,0,75,0,25,36328,120.8,8,2060,16.3,101.9,63.9,41.7,66.8,9.9,26.2,22.7,16.4,6.8,23.7,18.4,51.4,0,0,0,5583.466135,6417.038884,20.06330733,0.939896622,0.53109328,0,105289.8485,14.93,6.820502348,0.00244449,45.726451,-121.197845,98635,3,120,100,75,316,0.009493671,0.379746835,0.237341772,0.316455696,184600,,25.1,72.06,,,,0.443333333,0.583333333,0.303333333,,,,,,
Ridgefield High School,Ridgefield School District,98642,RIDGEFIELD,2390,52,728,76,0.071428571,0.028195,30,522,528,498,24,38,49.35,48.15,44.225,49,49.875,45.5,132,149,2,88.6,1.3,10.1,60625,245,5,12528,27.2,97.2,67.2,40.2,84,9.9,22.9,24,27.3,8.3,29.4,8.8,59,0.0408163,0,0.6666666,4487.939454,4932.840144,23.21111111,0.9375,0.573488513,0.031055529,97659.43249,221.6,82.90173821,0.017427675,45.795825,-122.698044,98642,12,832,726,514,2223,0.005398111,0.374269006,0.231219073,0.326585695,410600,1045,5.8,27.4,,,,0.645,0.735,0.555,1,21,1,0,0,2
Stevenson High School,Stevenson-Carson School District,98648,Stevenson,3119,9,323,9,0.027863777,0.012383,4,490,496,465,5,25,25.825,23.775,22.4,46.6,49.85,44.375,56,89,2,62.9,2.2,34.9,35256,155.6,5,2780,16.8,94.4,60.7,40.5,68.4,11.7,27.6,22.8,16.9,5.1,27.1,15.3,52.7,0,0,0,4833.105773,6517.026185,22.61925367,0.968161405,0.687216552,0.015495275,105840.6106,51.16,22.64015762,0.026164312,45.669604,-121.913325,98648,23,391,356,262,1124,0.020462633,0.347864769,0.233096085,0.316725979,305300,,,14,,,,,,,,,,,,
Fort Vancouver High School,Vancouver School District,98661,VANCOUVER,2179,57,1424,87,0.04002809,0.014262,31,467,466,449,30,67,42.95,42.975,40.75,43.7,44.475,41.35,225,307,8,73.3,2.6,24.1,32975,145.9,72,36762,18,93.1,50.2,32.3,42.3,15.5,34.3,24.3,18,6.5,28.2,18.3,36.2,0.0042052,0,0,4839.654602,5249.749584,24.02091401,0.896387977,0.548368452,0.085115788,104207.726,3510.41,1517.333333,0.000951475,45.63873,-122.628466,98661,188,8678,6999,5098,22722,0.00827392,0.381920606,0.224364052,0.308027462,271350,812.5,30.4,49.9,1080408.5,3095281.5,369033.5,0.58,0.67,0.49,18.5,129.5,386,0,112,173
Lewis And Clark High School,Vancouver School District,98661,VANCOUVER,3932,2,249,2,0.008032129,0,0,223,227,218,0,0,0,0,0,0,0,0,71,150,13,47.3,8.7,44,32975,145.9,72,36762,18,93.1,50.2,32.3,42.3,15.5,34.3,24.3,18,6.5,28.2,18.3,36.2,0.0042052,0,0,4839.654602,5249.749584,24.02091401,0.896387977,0.548368452,0.085115788,104207.726,3510.41,1517.333333,0.000951475,45.63873,-122.628466,98661,188,8678,6999,5098,22722,0.00827392,0.381920606,0.224364052,0.308027462,271350,812.5,30.4,49.9,1080408.5,3095281.5,369033.5,0.58,0.67,0.49,18.5,129.5,386,0,112,173
Prairie High School,Battle Ground School District,98662,BRUSH PRAIRIE,4104,68,1387,99,0.049026676,0.039122,79,523,536,497,32,70,50.375,49.325,45.85,50.775,52.4,47.85,283,300,3,94.3,1,4.699997,47623,150.9,31,23738,18.8,93.9,59.8,34.6,67,12.2,28,24,18.8,6.3,29.1,14,44.4,0.007215,0,0,4444.287705,4848.07734,23.09808572,0.925748311,0.564174597,0.051223417,95032.26554,1713.15,654.1066282,0,45.671806,-122.578944,98662,212,9130,5027,6274,22303,0.009505448,0.409361969,0.281307447,0.225395687,351791,1075,4.9,33.5,,,,68,77,59.5,1,46,,,,
Hudson's Bay High School,Vancouver School District,98663,VANCOUVER,3081,62,1427,107,0.043447793,0.011369,28,511,498,494,42,63,46.5,46.275,42.95,48.225,47.55,45.6,225,284,5,79.2,1.8,19,39022,146.6,31,13969,20.5,95.5,48.7,36.4,58.4,18.3,33,24.5,20.6,7.7,29.5,14.4,43.7,0.0042052,0,0,4839.654602,5249.749584,24.02091401,0.896387977,0.548368452,0.085115788,104207.726,3204.97,1386.877828,0.004504505,45.647667,-122.661629,98663,188,8678,6999,5098,22722,0.00827392,0.381920606,0.224364052,0.308027462,209956,882.5,26.1,49.9,939,4696,925,58,67,49,59,388,386,0,112,173
Vancouver School of Arts and Academics,Vancouver School District,98663,VANCOUVER,1689,45,588,78,0.076530612,0.048076,49,590,546,565,21,42,50.875,53.775,50.5,54.5,51.775,52.4,55,55,0,100,0,0,39022,146.6,31,13969,20.5,95.5,48.7,36.4,58.4,18.3,33,24.5,20.6,7.7,29.5,14.4,43.7,0.0042052,0,0,4839.654602,5249.749584,24.02091401,0.896387977,0.548368452,0.085115788,104207.726,3204.97,1386.877828,0.004504505,45.647667,-122.661629,98663,188,8678,6999,5098,22722,0.00827392,0.381920606,0.224364052,0.308027462,233438,882.5,17.2,49.9,939,4696,925,58,67,49,42,186,386,0,112,173
Columbia River High,Vancouver School District,98665,VANCOUVER,3423,27,1351,36,0.019985196,0.013878,25,550,553,537,58,133,53.2,52.45,49.475,53.55,54.35,51.1,280,306,7,91.5,2.3,6.199997,43162,163.7,75,20751,20.9,90,55.9,36.1,62.9,14.3,29.8,23.4,20.9,8.1,30.8,12.7,46.2,0.0042052,0,0,4839.654602,5249.749584,24.02091401,0.896387977,0.548368452,0.085115788,104207.726,2346.29,982.7076223,0.006779661,45.681271,-122.667127,98665,188,8678,6999,5098,22722,0.00827392,0.381920606,0.224364052,0.308027462,279300,1010,10.9,49.9,1080408.5,3095281.5,369033.5,0.58,0.67,0.49,11,235,386,0,112,173
Washougal High School,Washougal School District,98671,WASHOUGAL,3147,74,881,105,0.08399546,0.037597,47,519,515,497,186,44,42.7,41.625,38.95,50.45,51.425,48.95,179,204,4,87.7,2,10.3,46695,168.9,3,15109,17.4,97.5,60.6,36.4,74.1,11.4,28,25.2,17.4,5.3,30.7,12.6,53,0.0115606,0,0.125,4567.77207,4924.651255,22.15932626,0.956156696,0.512940442,0.019054549,96780.98707,172.47,68.02332228,0.001597991,45.594465,-122.281126,98671,23,1137,943,736,3040,0.007565789,0.374013158,0.242105263,0.310197368,246941,845,14.4,39.5,56,262,13,64,71,57,15,213,17,0,3,3
Columbia High School,White Salmon Valley School District,98672,WHITE SALMON,2330,2,350,2,0.005714286,0,0,482,490,460,11,20,23,22.6,22.15,43.1,44.625,41.55,58,63,2,92.1,3.2,4.700005,37769,156.4,3,5149,19.5,97.7,66.3,39.2,69.1,10,23.7,25.8,19.5,7,23.9,18.5,61.6,0,0,0,4705.921344,5263.872443,20.89635552,0.982312155,0.522905991,0.161783714,96597.24281,35.87,15.50447719,0.000563738,45.786727,-121.475236,98672,16,478,609,257,1451,0.011026878,0.329427981,0.177119228,0.419710544,262596,,19,51.7,,,,57.5,68,47,1,76,,,,
Woodland High School,Woodland School District,98674,Woodland,3546,32,640,46,0.05,0.018478,17,508,515,489,33,52,47.45,46.375,42.475,47.225,47.875,44.375,133,146,2,91.1,1.4,7.5,45452,163.2,12,9155,11.9,100.2,64.5,35.7,75.5,9.8,25.7,24.3,12,3.7,32.1,15.6,50.4,0.0190476,0,0,4472.780843,5001.773344,23.23663075,0.945743526,0.500117645,0.051859185,98293.35369,110.69,42.42979243,0.005102041,45.928662,-122.702848,98674,25,801,729,487,2182,0.011457379,0.367094409,0.223189734,0.334097159,233500,,,15.7,,,,,,,,,,,,
Heritage High School,Evergreen School District (Clark),98682,Vancouver,4523,270,2040,389,0.132352941,0.041849,123,482,497,469,40,88,46.1,44.425,42.075,45.425,47.225,43.3,387,522,23,74.1,4.4,21.5,50553,152.8,9,42977,16.9,98.7,61.1,29.7,72.8,11.7,27.2,25.4,17,4.7,34.2,11.5,41,0.0434782,0,0,4630.378329,4972.70278,24.22772507,0.893346287,0.55027334,0.077880735,100218.7428,1412.68,496.416831,0,45.67309,-122.513192,98682,168,9551,8396,6325,26339,0.006378374,0.362618171,0.240138198,0.318766848,351200,1085,,12,,,,,,,,,,,,
iQ Academy Washington,Evergreen School District (Clark),98682,Vancouver,1801,0,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,44,0,25,0,75,50553,152.8,9,42977,16.9,98.7,61.1,29.7,72.8,11.7,27.2,25.4,17,4.7,34.2,11.5,41,0.0434782,0,0,4630.378329,4972.70278,24.22772507,0.893346287,0.55027334,0.077880735,100218.7428,1412.68,496.416831,0,45.67309,-122.513192,98682,168,9551,8396,6325,26339,0.006378374,0.362618171,0.240138198,0.318766848,230083,1085,,40.2,,,,,,,,,,,,
Mountain View High School,Evergreen School District (Clark),98683,Vancouver,4162,348,1842,717,0.188925081,0.15467,587,554,564,536,50,115,56,53.725,51.15,54.5,55.5,52.125,295,395,18,74.7,4.6,20.7,50709,185.3,57,28203,31.6,92.3,62.3,34.4,61.4,11.2,26.5,25,31.6,10.5,30.1,7.6,33.4,0.0434782,0,0,4630.378329,4972.70278,24.22772507,0.893346287,0.55027334,0.077880735,100218.7428,3889.81,1655.034483,0,45.604075,-122.510354,98683,168,9551,8396,6325,26339,0.006378374,0.362618171,0.240138198,0.318766848,249780,1220,11.5,40.2,939,4696,925,61,69,53,33,350,386,0,112,173
Evergreen High School,Evergreen School District (Clark),98684,Vancouver,2724,122,1904,202,0.06407563,0.0295,93,483,492,466,6,20,32.53333333,31.43333333,29.46666667,33.5,33.18333333,31.55,365,450,4,81.1,0.9,18,49786,151.6,40,20781,19.3,96.5,59.5,31,58.6,12.9,27.6,23.6,19.4,5.9,34.4,11.7,38.2,0.0434782,0,0,4630.378329,4972.70278,24.22772507,0.893346287,0.55027334,0.077880735,100218.7428,3300.1,1254.272152,0,45.627459,-122.520237,98684,168,9551,8396,6325,26339,0.006378374,0.362618171,0.240138198,0.318766848,256918,1115,12.4,40.2,939,4696,925,61,69,53,12,241,386,0,112,173
Legacy High School,Evergreen School District (Clark),98684,Vancouver,4042,0,208,0,0,0,0,0,0,0,1,4,9.733333333,11.4,11.06666667,11.7,11.8,11.26666667,38,110,0,34.5,0,65.5,49786,151.6,40,20781,19.3,96.5,59.5,31,58.6,12.9,27.6,23.6,19.4,5.9,34.4,11.7,38.2,0.0434782,0,0,4630.378329,4972.70278,24.22772507,0.893346287,0.55027334,0.077880735,100218.7428,3300.1,1254.272152,0,45.627459,-122.520237,98684,168,9551,8396,6325,26339,0.006378374,0.362618171,0.240138198,0.318766848,230083,1115,11,40.2,939,4696,925,61,69,53,17,221,386,0,112,173
Skyview High School,Vancouver School District,98685,VANCOUVER,4504,205,1950,409,0.105128205,0.069914,272,525,531,507,54,137,50.525,49.8,47.875,50.3,52.225,48.275,347,388,4,89.4,1,9.599998,61503,186,40,21223,29.5,90.6,62.9,37.6,79.6,10.6,26.5,22.7,29.5,11,30.5,6.1,49.4,0.0042052,0,0,4839.654602,5249.749584,24.02091401,0.896387977,0.548368452,0.085115788,104207.726,2356.33,901.6722408,0.022875817,45.709555,-122.68473,98685,188,8678,6999,5098,22722,0.00827392,0.381920606,0.224364052,0.308027462,316526,1235,7.9,49.9,1080408.5,3095281.5,369033.5,62,69.5,54.5,8,209,386,0,112,173
Wenatchee High School,Wenatchee School District,98801,WENATCHEE,2134,178,2065,269,0.086198547,0.055756,174,524,530,502,15,98,55.075,52.9,49.85,51.5,53.6,48.7,389,426,3,91.3,0.7,8,36929,151.7,12,36655,23.7,92.3,59.2,34.9,61.8,11.2,29.6,23.7,23.7,8.6,22.6,20.9,50.2,0,0,0,4185.263725,4628.291666,25.97230477,0.904380543,0.497190768,0.195472898,98307.01965,257.41,103.6408451,0.007478857,47.425497,-120.328813,98801,106,2856,2383,1755,7743,0.013689784,0.368849283,0.226656335,0.307761849,280492,815,11.4,53.3,,,,0.573333333,0.653333333,0.5,5,132,,,,
Westside High School,Wenatchee School District,98801,WENATCHEE,1613,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,99,22,42.4,22.2,35.4,36929,151.7,12,36655,23.7,92.3,59.2,34.9,61.8,11.2,29.6,23.7,23.7,8.6,22.6,20.9,50.2,0,0,0,4185.263725,4628.291666,25.97230477,0.904380543,0.497190768,0.195472898,98307.01965,257.41,103.6408451,0.007478857,47.425497,-120.328813,98801,106,2856,2383,1755,7743,0.013689784,0.368849283,0.226656335,0.307761849,261475,815,15,53.3,150,971,60,55,65,45,17,340,53,1,16,10
Eastmont Senior High,Eastmont School District,98802,East Wenatchee,2727,78,1367,112,0.057059254,0.02802,55,491,501,475,59,102,49.175,46.55,43.575,46.6,48,43.65,377,419,5,90,1.2,8.800003,41553,148.7,12,23173,18.1,89.6,63.3,36.5,72.4,11,25.7,23.2,18.2,5.6,26.3,17.8,52.8,0.0067567,0,0,4459.23805,4939.490328,23.45243593,0.955927431,0.518628605,0.15528484,99970.88568,204.24,78.9320645,8.81E-05,47.436898,-120.257426,98802,59,2034,1795,1330,5642,0.010457285,0.360510457,0.23573201,0.318149592,221300,865,35.1,54.6,1079970.5,3093156.5,368584.5,0.57,0.67,0.47,10,137,16,0,5,8
Brewster High School,Brewster School District,98812,BREWSTER,2800,10,280,10,0.035714286,0.003571,1,421,428,408,15,57,9.275,8.475,7.5,36.675,38.725,36.05,39,60,5,65,8.3,26.7,26625,106.6,12,5310,8.4,96.2,62,29.2,56.3,7.3,30.7,24.2,8.4,3.8,17.9,42,49.9,0,0,0,4035.50846,4378.98434,24.32305751,0.997175069,0.413182182,0.42485494,97878.62066,21.56,7.929568913,0.002060107,48.112268,-119.752039,98812,18,365,280,195,942,0.01910828,0.387473461,0.207006369,0.297239915,184600,,37.1,67.5,,,,0.466666667,0.586666667,0.35,8,99,,,,
Bridgeport High School,Bridgeport School District,98813,BRIDGEPORT,2788,58,182,85,0.318681319,0.063736,17,417,426,418,31,40,29.5,27.075,26.1,36.35,39.275,36.7,29,44,7,65.9,15.9,18.2,26833,63.9,12,2451,7.6,102.1,62.1,27.2,61.8,5.9,32,22.1,7.7,1.6,20,47,49.8,0,0,0,3681.764867,4052.614771,22.92079653,0.985248562,0.402723326,0.432594325,83144.12449,22.17,8.260171812,0.000943129,47.999618,-119.661298,98813,9,290,198,176,741,0.012145749,0.391363023,0.237516869,0.267206478,155119,,29.3,31.5,,,,46.25,54.25,30.8225,,,,,,
Cashmere High School,Cashmere School District,98815,Cashmere,3268,0,472,0,0,0,0,482,492,471,2,33,11.15,9.75,9.45,46.025,48.55,43.6,110,117,2,94,1.7,4.300003,40256,163.5,2,7754,17.6,97.8,63.8,36,66.3,8.6,27.6,25.1,17.6,5.9,24.1,22.7,53.8,0,0,0,4612.213916,4997.866741,23.68368973,0.937131631,0.55061395,0.145877887,102366.8646,68.29,25.59262511,0.003673898,47.522546,-120.489668,98815,25,547,472,336,1488,0.016801075,0.367607527,0.225806452,0.317204301,256200,705,12.1,47,2159878,6185867,737142,0.63,0.69,0.58,1,59,,,,
Chelan High School,Lake Chelan School District,98816,Chelan,4260,26,434,29,0.059907834,0.028921,14,497,520,482,5,40,26.25,24.7,23.025,47.425,50.925,44.2,81,91,3,89,3.3,7.699997,33235,175.4,2,6220,21.4,89.1,59.6,39.8,61.9,13.1,27.3,26.2,21.4,7,29.6,22.4,50.6,0,0,0,4920.883035,5676.121451,22.06353148,0.94205249,0.520674604,0.229390493,102280.5773,13.32,9.031436221,0.005667669,47.880774,-120.083792,98816,7,492,481,320,1420,0.004929577,0.346478873,0.225352113,0.338732394,295454,,24.2,66.1,2159878,6185867,737142,58,66,50,,,,,,
Entiat Middle and High School,Entiat School District,98822,ENTIAT,3317,1,200,1,0.005,0,0,473,474,455,7,21,32.3,34.7,30.775,43.425,42.1,40.625,16,16,0,100,0,0,35398,141,2,1883,13.8,99.3,68.4,35.6,69.9,11,20.6,24.2,13.8,3.6,23.7,23.6,48.7,0,0,0,5217.91852,5668.399463,16.8470752,1,0.50580449,0.122057349,87906.66567,5,2.416966787,0.00069313,47.782158,-120.35944,98822,2,133,121,79,356,0.005617978,0.373595506,0.221910112,0.33988764,231200,,15.1,55.5,,,,0.56,0.64,0.485,1,19,,,,
Ephrata High School,Ephrata School District,98823,EPHRATA,2920,5,700,6,0.007142857,0,0,501,505,482,31,49,47.8,46.05,44.4,46.875,48.3,44.2,155,164,2,94.5,1.2,4.300003,36670,100.6,2,9880,19.3,94.4,63,35.1,72.2,10.1,26.9,21.1,19.4,5.8,29.4,18.3,50.8,0,0,0,4114.849361,4495.484634,27.22599809,0.905875579,0.470334185,0.079357953,101486.039,36.32,14.12006458,0,47.297368,-119.571299,98823,26,845,778,515,2365,0.010993658,0.357293869,0.217758985,0.328964059,248400,810,,19.8,,,,,,,,,,,,
Cascade High School,Cascade School District,98826,Leavenworth,3564,11,398,12,0.027638191,0.004606,2,500,501,482,6,27,12.1,12.725,11.475,49.475,48.475,47.25,85,92,0,92.4,0,7.599998,40975,184.9,2,6546,24.7,94,66.7,42.7,73.7,9.9,23.4,24.6,24.7,6,26.5,12.6,52.1,0,0,0,4815.339829,5194.850689,21.54308108,0.928411407,0.550079572,0.140118243,96310.85216,6.58,4.374631534,0.007684528,47.728186,-120.738747,98826,18,435,398,300,1233,0.01459854,0.352798054,0.243309002,0.322789943,317267,,,45.7,,,,,,,,,,,,
Manson Junior Senior High School,Manson School District,98831,MANSON,2623,22,306,27,0.071895425,0.02929,11,416,450,423,35,33,42.625,39.4,38.275,39.35,43.45,38.2,43,45,0,95.6,0,4.400002,33779,169.9,2,3224,15.7,103.5,60.4,34.4,66.1,8.6,31,28.1,15.7,5.3,22.9,27.6,56.7,0,0,0,4950.055897,5318.900377,21.0953404,0.962376707,0.460111408,0.331825164,100494.3728,40,19.38082054,0.010583987,47.915227,-120.129345,98831,6,258,199,142,658,0.009118541,0.392097264,0.215805471,0.302431611,290046,,27.5,66.1,,,,55.5,63,48,3,32,,,,
Columbia Basin Secondary School,Moses Lake School District,98837,Moses Lake,4580,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,58,5,29.3,8.6,62.1,36859,108.1,3,32410,14.8,95.2,59.4,31.5,66.7,9.6,31,22.2,14.8,5.4,26.7,20.5,47.6,0.0025062,0,0,4829.181222,5226.666177,23.13575757,0.937629986,0.567166283,0.083136608,104758.366,63.32,24.46159859,0.005171475,47.133606,-119.284554,98837,154,3149,2266,1811,7998,0.019254814,0.393723431,0.226431608,0.28332083,154033.3333,688.3333333,29.93333333,57.3,1080087.5,3093498.5,368613.5,0.59,0.69,0.5,23,378.3333333,52,0,13,18
Moses Lake High School,Moses Lake School District,98837,MOSES LAKE,3215,148,2126,244,0.069614299,0.039657,139,502,517,480,58,97,50.275,46.55,43.975,47.625,51.025,45.2,349,455,9,76.7,2,21.3,36859,108.1,3,32410,14.8,95.2,59.4,31.5,66.7,9.6,31,22.2,14.8,5.4,26.7,20.5,47.6,0.0025062,0,0,4829.181222,5226.666177,23.13575757,0.937629986,0.567166283,0.083136608,104758.366,63.32,24.46159859,0.005171475,47.133606,-119.284554,98837,154,3149,2266,1811,7998,0.019254814,0.393723431,0.226431608,0.28332083,154033.3333,688.3333333,29.93333333,57.3,1080087.5,3093498.5,368613.5,0.59,0.69,0.5,23,378.3333333,52,0,13,18
